cell	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	r11	r12	r13	r14	r15	r16	r17
E15_rep1_clone00229	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	57	-1	63	-1	45	29
E15_rep1_clone00230	-1	-1	-1	-1	-1	-1	-1	-1	-1	71	60	102	-1	0	0	0	126
E15_rep1_clone00231	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	0	0	122	-1	103	-1	0
E15_rep1_clone00232	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	129	87	124	-1	125	114
E15_rep1_clone00233	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	52	4	-1	7	-1	4	69
E15_rep1_clone00234	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	78	96	67	130	-1	135	0
E15_rep1_clone00235	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	80	77	0	0	0	5
E15_rep1_clone00236	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	127	0	110	78	10	126
E15_rep1_clone00237	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	114	-1	101	-1	86
E15_rep1_clone00238	16	-1	16	-1	19	-1	13	-1	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00239	27	-1	26	-1	28	-1	22	-1	11	34	-1	51	-1	56	-1	38	0
E15_rep1_clone00240	27	-1	26	-1	28	-1	22	-1	11	38	-1	57	-1	63	-1	45	130
E15_rep1_clone00241	27	-1	26	-1	28	-1	22	-1	11	73	-1	87	-1	96	-1	77	-1
E15_rep1_clone00242	27	-1	26	-1	28	-1	22	-1	11	78	-1	92	-1	103	-1	85	-1
E15_rep1_clone00243	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	108	-1	97	-1	86
E15_rep1_clone00244	27	-1	26	-1	28	-1	22	-1	11	132	-1	148	93	0	20	-1	31
E15_rep1_clone00245	27	-1	26	-1	28	-1	22	-1	11	137	-1	154	-1	0	0	0	101
E15_rep1_clone00246	27	-1	26	-1	28	-1	22	-1	11	140	64	-1	0	138	-1	141	-1
E15_rep1_clone00247	27	-1	26	-1	28	-1	22	-1	11	0	16	-1	35	-1	37	-1	129
E15_rep1_clone00248	27	-1	26	-1	28	-1	22	-1	11	0	74	-1	80	0	0	95	-1
E15_rep1_clone00249	27	-1	26	-1	28	-1	22	-1	11	0	83	145	-1	132	0	100	90
E15_rep1_clone00250	27	-1	26	-1	28	-1	22	-1	11	0	0	4	-1	7	-1	4	101
E15_rep1_clone00251	27	-1	26	-1	28	-1	22	-1	11	0	0	20	-1	23	-1	13	109
E15_rep1_clone00252	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	110	78	0	126
E15_rep1_clone00253	37	14	-1	13	-1	15	-1	15	-1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00254	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	22	-1	25	24	82	114
E15_rep1_clone00255	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	0	104	-1	0	0	0	0
E15_rep1_clone00256	-1	-1	-1	-1	-1	-1	-1	-1	-1	102	78	29	-1	33	-1	18	-1
E15_rep1_clone00257	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	129	0	19	18	122	-1
E15_rep1_clone00258	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	92	-1	107	-1	0	95	-1
E15_rep1_clone00259	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	74	-1	80	0	0	0	0
E15_rep1_clone00260	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	83	145	-1	132	0	100	90
E15_rep1_clone00261	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	126
E15_rep1_clone00262	25	11	-1	10	-1	12	-1	12	-1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00263	27	-1	26	-1	28	-1	22	-1	11	9	-1	11	-1	15	0	100	80
E15_rep1_clone00264	27	-1	26	-1	28	-1	22	-1	11	24	-1	26	-1	30	-1	102	0
E15_rep1_clone00265	27	-1	26	-1	28	-1	22	-1	11	34	-1	51	-1	56	-1	38	86
E15_rep1_clone00266	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	87	124	-1	125	114
E15_rep1_clone00267	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	0	0	81	-1	111
E15_rep1_clone00268	27	-1	26	-1	28	-1	22	-1	11	135	0	0	0	0	0	0	0
E15_rep1_clone00269	27	-1	26	-1	28	-1	22	-1	11	140	92	-1	107	-1	0	95	-1
E15_rep1_clone00270	27	-1	26	-1	28	-1	22	-1	11	0	78	96	67	130	-1	135	0
E15_rep1_clone00271	27	-1	26	-1	28	-1	22	-1	11	0	0	39	-1	44	-1	26	-1
E15_rep1_clone00272	27	-1	26	-1	28	-1	22	-1	11	0	0	80	77	0	0	0	5
E15_rep1_clone00273	27	-1	26	-1	28	-1	22	-1	11	0	0	131	-1	0	0	67	68
E15_rep1_clone00274	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	120	-1	120	116
E15_rep1_clone00275	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	152	-1	151	-1
E15_rep1_clone00276	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	0	0	100	10
E15_rep1_clone00277	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	2	-1	5	0	95	-1
E15_rep1_clone00278	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	38	-1	56	-1	58	-1	62
E15_rep1_clone00279	-1	-1	-1	-1	-1	-1	-1	-1	-1	61	65	-1	23	-1	22	-1	32
E15_rep1_clone00280	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	89	-1	98	-1	79	-1
E15_rep1_clone00281	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	-1	92	-1	103	-1	85	-1
E15_rep1_clone00282	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	-1	25	-1	28	-1	0
E15_rep1_clone00283	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	70	39	-1	44	-1	26	-1
E15_rep1_clone00284	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	82	-1	91	0	0	67	68
E15_rep1_clone00285	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	87	0	0	0	2
E15_rep1_clone00286	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	125	71	100	86
E15_rep1_clone00287	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	125	71	100	0
E15_rep1_clone00288	6	7	-1	6	-1	7	-1	8	17	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00289	27	-1	26	-1	28	-1	22	-1	11	21	74	-1	80	79	-1	117	114
E15_rep1_clone00290	27	-1	26	-1	28	-1	22	-1	11	24	-1	26	-1	30	-1	103	86
E15_rep1_clone00291	27	-1	26	-1	28	-1	22	-1	11	66	60	151	87	138	-1	141	-1
E15_rep1_clone00292	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	73	153	-1	152	-1
E15_rep1_clone00293	27	-1	26	-1	28	-1	22	-1	11	0	30	-1	47	-1	50	-1	50
E15_rep1_clone00294	27	-1	26	-1	28	-1	22	-1	11	0	52	4	-1	7	-1	4	69
E15_rep1_clone00295	27	-1	26	-1	28	-1	22	-1	11	0	78	112	0	0	0	100	73
E15_rep1_clone00296	27	-1	26	-1	28	-1	22	-1	11	0	78	0	0	0	0	0	73
E15_rep1_clone00297	27	-1	26	-1	28	-1	22	-1	11	0	0	101	-1	0	0	0	126
E15_rep1_clone00298	27	-1	26	-1	28	-1	22	-1	11	0	0	0	31	-1	34	-1	37
E15_rep1_clone00299	27	-1	26	-1	28	-1	22	-1	11	0	0	0	121	120	-1	120	116
E15_rep1_clone00300	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	2	-1	5	70	90	77
E15_rep1_clone00301	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	26	-1	30	-1	102	0
E15_rep1_clone00302	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	-1	37	-1	42	-1	69	82
E15_rep1_clone00303	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	-1	48	-1	53	-1	35	83
E15_rep1_clone00304	-1	-1	-1	-1	-1	-1	-1	-1	-1	101	74	-1	80	138	-1	141	-1
E15_rep1_clone00305	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	60	0	0	121	-1	121	102
E15_rep1_clone00306	-1	-1	-1	-1	-1	-1	-1	-1	-1	118	88	14	-1	18	-1	9	86
E15_rep1_clone00307	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	27	-1	44	-1	47	-1	47
E15_rep1_clone00308	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	78	0	0	0	0	0	73
E15_rep1_clone00309	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	-1	7	-1	4	0
E15_rep1_clone00310	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	20	-1	23	-1	13	109
E15_rep1_clone00311	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	80	18	-1	17	-1	26
E15_rep1_clone00312	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	126	0	125	0	0	9
E15_rep1_clone00313	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	135	0	143	-1	144	-1
E15_rep1_clone00314	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	96	-1	88	137	54
E15_rep1_clone00315	0	21	27	0	5	17	5	35	18	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00316	23	-1	23	-1	26	-1	20	-1	35	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00317	27	-1	26	-1	28	-1	22	-1	11	1	-1	2	-1	5	70	90	77
E15_rep1_clone00318	27	-1	26	-1	28	-1	22	-1	11	96	19	-1	38	-1	40	-1	28
E15_rep1_clone00319	27	-1	26	-1	28	-1	22	-1	11	102	78	29	-1	33	-1	18	-1
E15_rep1_clone00320	27	-1	26	-1	28	-1	22	-1	11	121	-1	136	0	126	0	0	105
E15_rep1_clone00321	27	-1	26	-1	28	-1	22	-1	11	126	0	0	0	0	0	12	-1
E15_rep1_clone00322	27	-1	26	-1	28	-1	22	-1	11	136	-1	152	-1	0	0	107	-1
E15_rep1_clone00323	27	-1	26	-1	28	-1	22	-1	11	139	-1	156	-1	120	-1	120	86
E15_rep1_clone00324	27	-1	26	-1	28	-1	22	-1	11	142	-1	158	-1	155	0	119	-1
E15_rep1_clone00325	27	-1	26	-1	28	-1	22	-1	11	0	3	5	74	13	-1	7	-1
E15_rep1_clone00326	27	-1	26	-1	28	-1	22	-1	11	0	12	-1	30	-1	33	-1	90
E15_rep1_clone00327	27	-1	26	-1	28	-1	22	-1	11	0	12	-1	30	-1	33	-1	126
E15_rep1_clone00328	27	-1	26	-1	28	-1	22	-1	11	0	31	-1	48	-1	51	-1	51
E15_rep1_clone00329	27	-1	26	-1	28	-1	22	-1	11	0	82	-1	91	0	0	67	68
E15_rep1_clone00330	27	-1	26	-1	28	-1	22	-1	11	0	94	-1	111	-1	70	107	-1
E15_rep1_clone00331	27	-1	26	-1	28	-1	22	-1	11	0	0	4	-1	7	-1	4	0
E15_rep1_clone00332	27	-1	26	-1	28	-1	22	-1	11	0	0	100	94	138	-1	141	-1
E15_rep1_clone00333	27	-1	26	-1	28	-1	22	-1	11	0	0	100	0	0	0	129	114
E15_rep1_clone00334	27	-1	26	-1	28	-1	22	-1	11	0	0	100	0	0	0	0	73
E15_rep1_clone00335	27	-1	26	-1	28	-1	22	-1	11	0	0	0	51	138	-1	141	-1
E15_rep1_clone00336	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	0	0	117	114
E15_rep1_clone00337	31	4	-1	3	-1	4	-1	4	19	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00338	31	22	36	-1	35	23	-1	28	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00339	46	19	-1	16	29	26	-1	31	8	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00340	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	12	-1	16	0	69	126
E15_rep1_clone00341	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	74	-1	80	79	-1	117	114
E15_rep1_clone00342	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	56	-1	62	-1	44	55
E15_rep1_clone00343	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	57	-1	63	-1	45	113
E15_rep1_clone00344	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	57	-1	63	-1	45	130
E15_rep1_clone00345	-1	-1	-1	-1	-1	-1	-1	-1	-1	86	49	42	-1	47	-1	29	92
E15_rep1_clone00346	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	0	0	0	125	71	100	0
E15_rep1_clone00347	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	60	4	-1	7	-1	4	69
E15_rep1_clone00348	-1	-1	-1	-1	-1	-1	-1	-1	-1	129	0	0	9	-1	8	-1	11
E15_rep1_clone00349	-1	-1	-1	-1	-1	-1	-1	-1	-1	138	-1	155	-1	0	0	111	126
E15_rep1_clone00350	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	-1	11	-1	10	95	-1
E15_rep1_clone00351	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	-1	38	-1	40	-1	28
E15_rep1_clone00352	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	53	-1	3	-1	3	-1	3
E15_rep1_clone00353	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	60	0	0	73	59	89	0
E15_rep1_clone00354	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	60	0	0	0	0	0	17
E15_rep1_clone00355	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	68	38	-1	43	-1	25	-1
E15_rep1_clone00356	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	79	-1	88	87	89	-1	0
E15_rep1_clone00357	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	91	-1	106	-1	0	0	0
E15_rep1_clone00358	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	38	-1	43	-1	25	-1
E15_rep1_clone00359	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	39	-1	44	-1	26	-1
E15_rep1_clone00360	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	82	61	115	77	115	42
E15_rep1_clone00361	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	114	-1	0	0	100	107
E15_rep1_clone00362	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	75	-1	68	109	98
E15_rep1_clone00363	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	123	-1	104	-1	129
E15_rep1_clone00364	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	14
E15_rep1_clone00365	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	18
E15_rep1_clone00366	8	3	-1	2	-1	2	-1	17	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00367	10	-1	9	-1	12	-1	7	1	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00368	13	-1	13	-1	16	-1	10	5	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00369	16	-1	16	-1	19	-1	13	-1	14	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00370	23	-1	23	-1	26	-1	20	-1	32	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00371	27	-1	26	-1	28	-1	22	-1	11	11	5	1	-1	2	-1	95	-1
E15_rep1_clone00372	27	-1	26	-1	28	-1	22	-1	11	38	-1	57	-1	63	-1	45	113
E15_rep1_clone00373	27	-1	26	-1	28	-1	22	-1	11	41	45	0	59	-1	79	-1	110
E15_rep1_clone00374	27	-1	26	-1	28	-1	22	-1	11	96	23	-1	40	-1	42	-1	40
E15_rep1_clone00375	27	-1	26	-1	28	-1	22	-1	11	96	60	120	-1	114	-1	113	96
E15_rep1_clone00376	27	-1	26	-1	28	-1	22	-1	11	105	-1	102	-1	109	79	-1	110
E15_rep1_clone00377	27	-1	26	-1	28	-1	22	-1	11	112	0	0	0	121	-1	121	102
E15_rep1_clone00378	27	-1	26	-1	28	-1	22	-1	11	113	-1	129	0	0	0	51	0
E15_rep1_clone00379	27	-1	26	-1	28	-1	22	-1	11	120	26	-1	43	-1	46	-1	46
E15_rep1_clone00380	27	-1	26	-1	28	-1	22	-1	11	120	0	0	0	102	0	95	-1
E15_rep1_clone00381	27	-1	26	-1	28	-1	22	-1	11	124	-1	141	0	0	0	100	86
E15_rep1_clone00382	27	-1	26	-1	28	-1	22	-1	11	125	-1	142	-1	137	-1	140	122
E15_rep1_clone00383	27	-1	26	-1	28	-1	22	-1	11	138	-1	155	-1	148	-1	149	-1
E15_rep1_clone00384	27	-1	26	-1	28	-1	22	-1	11	0	27	-1	44	-1	47	-1	47
E15_rep1_clone00385	27	-1	26	-1	28	-1	22	-1	11	0	53	-1	3	-1	3	-1	3
E15_rep1_clone00386	27	-1	26	-1	28	-1	22	-1	11	0	60	4	-1	7	-1	4	101
E15_rep1_clone00387	27	-1	26	-1	28	-1	22	-1	11	0	60	52	-1	57	-1	39	-1
E15_rep1_clone00388	27	-1	26	-1	28	-1	22	-1	11	0	67	53	-1	58	-1	40	-1
E15_rep1_clone00389	27	-1	26	-1	28	-1	22	-1	11	0	91	-1	106	-1	0	0	0
E15_rep1_clone00390	27	-1	26	-1	28	-1	22	-1	11	0	0	38	-1	43	-1	25	-1
E15_rep1_clone00391	27	-1	26	-1	28	-1	22	-1	11	0	0	100	0	0	0	0	114
E15_rep1_clone00392	27	-1	26	-1	28	-1	22	-1	11	0	0	102	-1	146	-1	147	-1
E15_rep1_clone00393	27	-1	26	-1	28	-1	22	-1	11	0	0	0	96	-1	88	137	54
E15_rep1_clone00394	27	-1	26	-1	28	-1	22	-1	11	0	0	0	114	-1	101	-1	86
E15_rep1_clone00395	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	59	0	68	0
E15_rep1_clone00396	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	89	0	0	17
E15_rep1_clone00397	27	-1	26	-1	28	-1	22	-1	11	0	0	0	0	0	0	68	6
E15_rep1_clone00398	29	-1	31	-1	32	22	-1	27	14	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00399	33	11	-1	10	-1	12	-1	12	-1	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00400	45	-1	35	0	7	-1	3	-1	3	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00401	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	5	1	-1	2	-1	95	-1
E15_rep1_clone00402	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	23	-1	26	25	114	-1
E15_rep1_clone00403	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	26	-1	30	-1	103	86
E15_rep1_clone00404	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	28	-1	32	-1	69	101
E15_rep1_clone00405	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	57	-1	63	-1	45	115
E15_rep1_clone00406	-1	-1	-1	-1	-1	-1	-1	-1	-1	64	63	35	-1	39	-1	23	-1
E15_rep1_clone00407	-1	-1	-1	-1	-1	-1	-1	-1	-1	88	-1	20	-1	23	-1	13	109
E15_rep1_clone00408	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	46	-1	51	-1	33	-1
E15_rep1_clone00409	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	12	-1	30	-1	33	-1	86
E15_rep1_clone00410	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	0	54	86	101	0	0	86
E15_rep1_clone00411	-1	-1	-1	-1	-1	-1	-1	-1	-1	105	-1	102	-1	109	79	-1	110
E15_rep1_clone00412	-1	-1	-1	-1	-1	-1	-1	-1	-1	106	-1	122	65	40	0	138	126
E15_rep1_clone00413	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	129	73	153	-1	152	-1
E15_rep1_clone00414	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	129	0	0	0	51	0
E15_rep1_clone00415	-1	-1	-1	-1	-1	-1	-1	-1	-1	132	-1	148	0	0	20	-1	31
E15_rep1_clone00416	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	0	0	0	0	0	0	0
E15_rep1_clone00417	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	158	-1	155	0	119	-1
E15_rep1_clone00418	-1	-1	-1	-1	-1	-1	-1	-1	-1	145	0	46	-1	51	-1	33	-1
E15_rep1_clone00419	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	34	-1	52	-1	54	-1	57
E15_rep1_clone00420	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	45	135	0	0	0	94	0
E15_rep1_clone00421	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	62	0	81	-1	0	128	0
E15_rep1_clone00422	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	75	-1	83	145	-1	146	-1
E15_rep1_clone00423	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	94	-1	111	-1	70	107	-1
E15_rep1_clone00424	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	97	0	95	143	-1	144	-1
E15_rep1_clone00425	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	97	0	0	143	-1	144	-1
E15_rep1_clone00426	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	81	8	-1	7	-1	0
E15_rep1_clone00427	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	100	94	138	-1	141	-1
E15_rep1_clone00428	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	31	-1	34	-1	37
E15_rep1_clone00429	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	100	126
E15_rep1_clone00430	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	105	-1
E15_rep1_clone00431	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	21
E15_rep1_clone00432	1	-1	1	-1	1	22	-1	27	17	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00433	3	16	25	0	10	3	29	-1	15	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00434	3	16	25	0	10	3	29	-1	21	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00435	3	16	25	0	10	3	29	-1	33	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00436	4	6	-1	5	-1	6	-1	7	20	-1	-1	-1	-1	-1	-1	-1	-1
E15_rep1_clone00437	9	1	-1	1	-1	1	30	-1	25	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00438	10	-1	9	-1	12	-1	7	24	21	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00439	12	-1	11	-1	14	-1	9	19	20	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00440	15	-1	15	-1	18	-1	12	-1	20	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00441	19	-1	19	-1	22	-1	16	-1	30	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00442	20	-1	20	-1	23	-1	17	-1	28	52	-1	68	-1	76	-1	58	-1
E15_rep1_clone00443	27	-1	26	-1	28	-1	22	-1	11	7	-1	9	-1	12	0	116	108
E15_rep1_clone00444	27	-1	26	-1	28	-1	22	-1	11	12	19	-1	38	-1	40	-1	126
E15_rep1_clone00445	27	-1	26	-1	28	-1	22	-1	11	12	54	-1	0	123	-1	124	85
E15_rep1_clone00446	27	-1	26	-1	28	-1	22	-1	11	28	-1	37	-1	42	-1	69	82
E15_rep1_clone00447	27	-1	26	-1	28	-1	22	-1	11	35	0	104	-1	0	0	0	0
E15_rep1_clone00448	27	-1	26	-1	28	-1	22	-1	11	39	-1	59	-1	65	-1	47	0
E15_rep1_clone00449	27	-1	26	-1	28	-1	22	-1	11	54	-1	71	-1	80	-1	60	-1
E15_rep1_clone00450	27	-1	26	-1	28	-1	22	-1	11	63	0	49	-1	54	-1	36	-1
E15_rep1_clone00451	27	-1	26	-1	28	-1	22	-1	11	80	32	-1	49	-1	52	-1	52
E15_rep1_clone00452	27	-1	26	-1	28	-1	22	-1	11	88	-1	20	-1	23	-1	13	109
E15_rep1_clone00453	27	-1	26	-1	28	-1	22	-1	11	94	12	-1	30	-1	33	-1	38
E15_rep1_clone00454	27	-1	26	-1	28	-1	22	-1	11	94	0	0	122	-1	103	-1	0
E15_rep1_clone00455	27	-1	26	-1	28	-1	22	-1	11	96	12	-1	30	-1	33	-1	86
E15_rep1_clone00456	27	-1	26	-1	28	-1	22	-1	11	96	26	-1	43	-1	46	-1	46
E15_rep1_clone00457	27	-1	26	-1	28	-1	22	-1	11	101	7	-1	22	-1	21	119	-1
E15_rep1_clone00458	27	-1	26	-1	28	-1	22	-1	11	101	74	-1	80	138	-1	141	-1
