E15_rep1_clone00305,FP_DA
E15_rep1_clone00364,FP_DA
E15_rep1_clone00399,FP_NbDA
E15_rep1_clone00416,FP_DA
E15_rep1_clone00419,FP_DA
E15_rep1_clone00431,FP_NbDA
E15_rep1_clone00457,FP_Rgl1
E15_rep1_clone00465,FP_GLUFP
E15_rep1_clone00477,FP_DA
E15_rep1_clone00486,FP_DA
E15_rep1_clone00487,FP_DA
E15_rep1_clone00530,FP_NbDA
E15_rep1_clone00538,FP_DA
E15_rep1_clone00544,FP_NbDA
E15_rep1_clone00547,FP_NbDA
E15_rep1_clone00549,FP_DA
E15_rep1_clone00552,FP_NbGLU
E15_rep1_clone00553,FP_GLUFP
E15_rep1_clone00558,FP_NbGLU
E15_rep1_clone00559,FP_GLUFP
E15_rep1_clone00566,FP_DA
E15_rep1_clone00580,FP_DA
E15_rep1_clone00591,FP_GLUFP
E15_rep1_clone00602,FP_DA
E15_rep1_clone00604,FP_Rgl1
E15_rep1_clone00619,FP_NbGLU
E15_rep1_clone00629,FP_NbDA
E15_rep1_clone00630,FP_DA
E15_rep1_clone00633,FP_NbGLU
E15_rep1_clone00636,FP_GLUFP
E15_rep1_clone00651,FP_DA
E15_rep1_clone00652,FP_GLUFP
E15_rep1_clone00654,FP_GLUFP
E15_rep1_clone00655,FP_NbGLU
E15_rep1_clone00661,FP_NbDA
E15_rep1_clone00664,FP_GLUFP
E15_rep1_clone00665,FP_NbDA
E15_rep1_clone00668,FP_NbDA
E15_rep1_clone00669,FP_GLUFP
E15_rep1_clone00670,FP_NbDA
E15_rep1_clone00673,FP_DA
E15_rep1_clone00674,FP_DA
E15_rep1_clone00676,FP_NbDA
E15_rep1_clone00677,FP_DA
E15_rep1_clone00678,FP_DA
E15_rep1_clone00687,FP_NbGLU
E15_rep1_clone00691,FP_NbGLU
E15_rep1_clone00692,FP_NbDA
E15_rep1_clone00693,FP_DA
E15_rep1_clone00694,FP_Rgl1
E15_rep1_clone00695,FP_NbGLU
E15_rep1_clone00696,FP_GLUFP
E15_rep1_clone00698,FP_NbGLU
E15_rep1_clone00700,FP_Rgl1
E15_rep1_clone00701,FP_NbDA
E15_rep1_clone00703,FP_DA
E15_rep1_clone00704,FP_NbDA
E15_rep1_clone00705,FP_DA
E15_rep1_clone00706,FP_NbDA
E15_rep1_clone00708,FP_GLUFP
E15_rep1_clone00710,FP_NbGLU
E15_rep1_clone00711,FP_NbDA
E15_rep1_clone00712,FP_GLUFP
E15_rep1_clone00713,FP_NbGLU
E15_rep1_clone00716,FP_NbDA
E15_rep1_clone00717,FP_GLUFP
E15_rep1_clone00719,FP_NbFP
E15_rep1_clone00721,FP_NbDA
E15_rep1_clone00724,FP_GLUFP
E15_rep1_clone00725,FP_NbDA
E15_rep1_clone00726,FP_NbGLU
E15_rep1_clone00731,FP_DA
E15_rep1_clone00732,FP_Rgl1
E15_rep1_clone00733,FP_DA
E15_rep1_clone00734,FP_GLUFP
E15_rep1_clone00735,FP_NbFP
E15_rep1_clone00738,FP_NbFP
E15_rep1_clone00739,FP_DA
E15_rep1_clone00743,FP_NbGLU
E15_rep1_clone00746,FP_DA
E15_rep1_clone00750,FP_NbFP
E15_rep1_clone00751,FP_DA
E15_rep1_clone00753,FP_GLUFP
E15_rep1_clone00756,FP_NbDA
E15_rep1_clone00758,FP_NbGLU
E15_rep1_clone00759,FP_NbDA
E15_rep1_clone00761,FP_DA
E15_rep1_clone00762,FP_NbGLU
E15_rep1_clone00763,FP_DA
E15_rep1_clone00765,FP_GLUFP
E15_rep1_clone00766,FP_NbDA
E15_rep1_clone00768,FP_GLUFP
E15_rep1_clone00772,FP_DA
E15_rep1_clone00775,FP_NbDA
E15_rep1_clone00779,FP_DA
E15_rep1_clone00785,FP_GLUFP
E15_rep1_clone00788,FP_NbDA
E15_rep1_clone00794,FP_NbDA
E15_rep1_clone00799,FP_NbDA
E15_rep1_clone00800,FP_NbDA
E15_rep1_clone00802,FP_DA
E15_rep1_clone00807,FP_DA
E15_rep1_clone00811,FP_NbDA
E15_rep1_clone00812,FP_NbDA
E15_rep1_clone00814,FP_NbDA
E15_rep1_clone00816,FP_NbFP
E15_rep1_clone00817,FP_NbDA
E15_rep1_clone00818,FP_DA
E15_rep1_clone00821,FP_NbGLU
E15_rep1_clone00822,FP_NbFP
E15_rep1_clone00824,FP_GLUFP
E15_rep1_clone00825,FP_NbDA
E15_rep1_clone00826,FP_NbDA
E15_rep1_clone00828,FP_GLUFP
E15_rep1_clone00830,FP_NbDA
E15_rep1_clone00831,FP_Rgl1
E15_rep1_clone00832,FP_DA
E15_rep1_clone00834,FP_NbGLU
E15_rep1_clone00835,FP_NbDA
E15_rep1_clone00836,FP_GLUFP
E15_rep1_clone00837,FP_NbDA
E15_rep1_clone00838,FP_DA
E15_rep1_clone00839,FP_NbGLU
E15_rep1_clone00844,FP_DA
E15_rep1_clone00845,FP_Rgl1
E15_rep1_clone00846,FP_NbGLU
E15_rep1_clone00847,FP_NbGLU
E15_rep1_clone00849,FP_NbDA
E15_rep1_clone00850,FP_NbDA
E15_rep1_clone00851,FP_NbFP
E15_rep1_clone00853,FP_DA
E15_rep1_clone00854,FP_NbFP
E15_rep1_clone00855,FP_DA
E15_rep1_clone00858,FP_NbGLU
E15_rep1_clone00859,FP_NbDA
E15_rep1_clone00860,FP_NbDA
E15_rep1_clone00861,FP_NbDA
E15_rep1_clone00866,FP_NbDA
E15_rep1_clone00870,FP_NbDA
E15_rep1_clone00871,FP_DA
E15_rep1_clone00876,FP_GLUFP
E15_rep1_clone00878,FP_DA
E15_rep1_clone00880,FP_NbGLU
E15_rep1_clone00881,FP_NbDA
E15_rep1_clone00887,FP_NbDA
E15_rep1_clone00888,FP_DA
E15_rep1_clone00890,FP_Rgl1
E15_rep1_clone00892,FP_NbGLU
E15_rep1_clone00893,FP_NbDA
E15_rep1_clone00895,FP_DA
E15_rep1_clone00896,FP_NbDA
E15_rep1_clone00901,FP_NbGLU
E15_rep1_clone00902,FP_NbDA
E15_rep1_clone00906,FP_NbDA
E15_rep1_clone00909,FP_NbGLU
E15_rep1_clone00910,FP_GLUFP
E15_rep1_clone00911,FP_GLUFP
E15_rep1_clone00914,FP_DA
E15_rep1_clone00915,FP_GLUFP
E15_rep1_clone00916,FP_DA
E15_rep1_clone00917,FP_Rgl1
E15_rep1_clone00920,FP_DA
